section,level,zone,location_in_stadium,side_of_ballpark,sections_from_home_plate,direction_from_home_plate,rows_in_section,entrance_row,aisle_and_walkway_locations,seat_numbering,seats_per_row,notes,confidence
407,400 Terrace Level,Terrace Box,"Upper deck, first-base side toward the right-field corner; the lowest-numbered terrace sections",right field / first-base line,13,toward first base / right field,"1-7, 8-24",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 7 and row 8.","Seat 1 is on the edge facing section 408; seat numbers count UP toward the edge facing section 406. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),An October 2025 fan review reports a significantly restricted view of right field caused by new office construction. Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
408,400 Terrace Level,Terrace Box,"Upper deck, first-base side toward the right-field corner; the lowest-numbered terrace sections",right field / first-base line,12,toward first base / right field,"1-3, 5, 8-24",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 5 and row 8. Wheelchair seating platform between rows 3 and 5.","Seat 1 is on the edge facing section 409; seat numbers count UP toward the edge facing section 407. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),An October 2025 fan review reports most of the section now has a significantly restricted view of right field due to new office construction. Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
409,400 Terrace Level,Terrace Box,"Upper deck, first-base side toward the right-field corner; the lowest-numbered terrace sections",right field / first-base line,11,toward first base / right field,"1-7, 8-24",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 7 and row 8.","Seat 1 is on the edge facing section 410; seat numbers count UP toward the edge facing section 408. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
410,400 Terrace Level,Terrace Box,"Upper deck, first-base side toward the right-field corner; the lowest-numbered terrace sections",right field / first-base line,10,toward first base / right field,"1-3, 5, 8-24",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 5 and row 8. Wheelchair seating platform between rows 3 and 5.","Seat 1 is on the edge facing section 411; seat numbers count UP toward the edge facing section 409. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
411,400 Terrace Level,Terrace Box,Upper deck along the first-base side,first-base side,9,toward first base / right field,"1-7, 8-23",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 7 and row 8.","Seat 1 is on the edge facing section 412; seat numbers count UP toward the edge facing section 410. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
412,400 Terrace Level,Terrace Box,Upper deck along the first-base side,first-base side,8,toward first base / right field,"1-3, 5, 8-23",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 5 and row 8. Wheelchair seating platform between rows 3 and 5.","Seat 1 is on the edge facing section 413; seat numbers count UP toward the edge facing section 411. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
413,400 Terrace Level,Terrace Box,Upper deck along the first-base side,first-base side,7,toward first base / right field,"1-7, 8-20",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 7 and row 8.","Seat 1 is on the edge facing section 414; seat numbers count UP toward the edge facing section 412. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
414,400 Terrace Level,Terrace Box,Upper deck along the first-base side,first-base side,6,toward first base / right field,"1-3, 5, 8-19",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 5 and row 8. Wheelchair seating platform between rows 3 and 5.","Seat 1 is on the edge facing section 415; seat numbers count UP toward the edge facing section 413. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
415,400 Terrace Level,Terrace Box,Upper deck along the first-base side,first-base side,5,toward first base / right field,"1-7, 8-20",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 7 and row 8.","Seat 1 is on the edge facing section 416; seat numbers count UP toward the edge facing section 414. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
416,400 Terrace Level,Terrace Box,Upper deck along the first-base side,first-base side,4,toward first base / right field,"1-3, 5, 8-19",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 5 and row 8. Wheelchair seating platform between rows 3 and 5.","Seat 1 is on the edge facing section 417; seat numbers count UP toward the edge facing section 415. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
417,400 Terrace Level,Terrace Box,Upper deck along the first-base side (alcohol-free family section),first-base side,3,toward first base / right field,"1-7, 8-20",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 7 and row 8.","Seat 1 is on the edge facing section 418; seat numbers count UP toward the edge facing section 416. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),Alcohol-free family section; alcohol and profanity prohibited. Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
418,400 Terrace Level,Terrace Box,Upper deck along the first-base side,first-base side,2,toward first base / right field,"1-3, 5, 8-22",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 5 and row 8. Wheelchair seating platform between rows 3 and 5.","Seat 1 is on the edge facing section 419; seat numbers count UP toward the edge facing section 417. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
419,400 Terrace Level,Terrace Box,Upper deck along the first-base side (Guest Relations kiosk is behind this section),first-base side,1,toward first base / right field,"1-7, 8-25",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 7 and row 8.","Seat 1 is on the edge facing section 420; seat numbers count UP toward the edge facing section 418. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),A Guest Relations kiosk sits behind this section. Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
420,400 Terrace Level,Terrace Box,Upper deck directly behind home plate,behind home plate,0,behind home plate,"1-3, 5, 8-25",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 5 and row 8. Wheelchair seating platform between rows 3 and 5.","Seat 1 is on the edge facing section 421; seat numbers count UP toward the edge facing section 419. Facing the field, seat 1 is on your left. This section is behind home plate, so seat 1 is on its third-base side and the highest seat number is on its first-base side.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
421,400 Terrace Level,Terrace Box,Upper deck directly behind home plate,behind home plate,0,behind home plate,"1-7, 8-20, 21-25",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 7 and row 8.","Seat 1 is on the edge facing section 422; seat numbers count UP toward the edge facing section 420. Facing the field, seat 1 is on your left. This section is behind home plate, so seat 1 is on its third-base side and the highest seat number is on its first-base side.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
422,400 Terrace Level,Terrace Box,"Upper deck directly behind home plate; the Bob Uecker 'Last Row' statue sits behind the last row here, and the cheap obstructed 'Uecker seats' are in this area",behind home plate,0,behind home plate,"1-3, 5, 8-20, 21-25",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 5 and row 8. Wheelchair seating platform between rows 3 and 5.","Seat 1 is on the edge facing section 423; seat numbers count UP toward the edge facing section 421. Facing the field, seat 1 is on your left. This section is behind home plate, so seat 1 is on its third-base side and the highest seat number is on its first-base side.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 create viewing obstructions. The Bob Uecker 'Last Row' statue is behind the last row. Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
423,400 Terrace Level,Terrace Box,Upper deck directly behind home plate,behind home plate,0,behind home plate,"1-7, 8-20, 21-25",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 7 and row 8.","Seat 1 is on the edge facing section 424; seat numbers count UP toward the edge facing section 422. Facing the field, seat 1 is on your left. This section is behind home plate, so seat 1 is on its third-base side and the highest seat number is on its first-base side.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
424,400 Terrace Level,Terrace Box,Upper deck along the third-base side,third-base side,1,toward third base / left field,"1-3, 5, 8-25",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 5 and row 8. Wheelchair seating platform between rows 3 and 5.","Seat 1 is on the edge facing section 425; seat numbers count UP toward the edge facing section 423. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
425,400 Terrace Level,Terrace Box,Upper deck along the third-base side,third-base side,2,toward third base / left field,"1-7, 8-25",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 7 and row 8.","Seat 1 is on the edge facing section 426; seat numbers count UP toward the edge facing section 424. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
426,400 Terrace Level,Terrace Box,Upper deck along the third-base side,third-base side,3,toward third base / left field,"1-3, 5, 8-22",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 5 and row 8. Wheelchair seating platform between rows 3 and 5.","Seat 1 is on the edge facing section 427; seat numbers count UP toward the edge facing section 425. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
427,400 Terrace Level,Terrace Box,Upper deck along the third-base side,third-base side,4,toward third base / left field,"1-7, 8-20",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 7 and row 8.","Seat 1 is on the edge facing section 428; seat numbers count UP toward the edge facing section 426. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
428,400 Terrace Level,Terrace Box,Upper deck along the third-base side,third-base side,5,toward third base / left field,"1-3, 5, 8-19",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 5 and row 8. Wheelchair seating platform between rows 3 and 5.","Seat 1 is on the edge facing section 429; seat numbers count UP toward the edge facing section 427. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
429,400 Terrace Level,Terrace Box,Upper deck along the third-base side,third-base side,6,toward third base / left field,"1-7, 8-20",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 7 and row 8.","Seat 1 is on the edge facing section 430; seat numbers count UP toward the edge facing section 428. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
430,400 Terrace Level,Terrace Box,Upper deck along the third-base side,third-base side,7,toward third base / left field,"1-3, 5, 8-19",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 5 and row 8. Wheelchair seating platform between rows 3 and 5.","Seat 1 is on the edge facing section 431; seat numbers count UP toward the edge facing section 429. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
431,400 Terrace Level,Terrace Box,Upper deck along the third-base side,third-base side,8,toward third base / left field,"1-7, 8-20",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 7 and row 8.","Seat 1 is on the edge facing section 432; seat numbers count UP toward the edge facing section 430. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
432,400 Terrace Level,Terrace Box,Upper deck along the third-base side,third-base side,9,toward third base / left field,"1-3, 5, 8-21",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 5 and row 8. Wheelchair seating platform between rows 3 and 5.","Seat 1 is on the edge facing section 433; seat numbers count UP toward the edge facing section 431. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
433,400 Terrace Level,Terrace Box,Upper deck along the third-base side,third-base side,10,toward third base / left field,"1-7, 8-22",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 7 and row 8.","Seat 1 is on the edge facing section 434; seat numbers count UP toward the edge facing section 432. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),Rows 1-7 recommended for convenience. Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
434,400 Terrace Level,Terrace Box,Upper deck along the third-base side,third-base side,11,toward third base / left field,"1-3, 5, 8-23",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 5 and row 8. Wheelchair seating platform between rows 3 and 5.","Seat 1 is on the edge facing section 435; seat numbers count UP toward the edge facing section 433. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
435,400 Terrace Level,Terrace Box,Upper deck along the third-base side,third-base side,12,toward third base / left field,"1-7, 8-24",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 7 and row 8.","Seat 1 is on the edge facing section 436; seat numbers count UP toward the edge facing section 434. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),Rows 2-7 rated best for view plus concourse access. Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
436,400 Terrace Level,Terrace Box,Upper deck along the third-base side,third-base side,13,toward third base / left field,"1-3, 5, 8-24",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 5 and row 8. Wheelchair seating platform between rows 3 and 5.","Seat 1 is on the edge facing section 437; seat numbers count UP toward the edge facing section 435. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),Rows 2-7 recommended. Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
437,400 Terrace Level,Terrace Box,Upper deck along the third-base side,third-base side,14,toward third base / left field,"1-7, 8-24",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 7 and row 8.","Seat 1 is on the edge facing section 438; seat numbers count UP toward the edge facing section 436. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
438,400 Terrace Level,Terrace Level Outfield,Upper deck near the left-field corner,left field,15,toward third base / left field,"1-3, 5, 8-24",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 5 and row 8. Wheelchair seating platform between rows 3 and 5.","Seat 1 is on the edge facing section 439; seat numbers count UP toward the edge facing section 437. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),Sections 438-442 in left field get direct sun during day games - avoid if you want shade. Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
439,400 Terrace Level,Terrace Level Outfield,Upper deck near the left-field corner; sits directly behind the left-field foul pole,left field,16,toward third base / left field,"1-7, 8-24",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 7 and row 8.","Seat 1 is on the edge facing section 440; seat numbers count UP toward the edge facing section 438. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),Sits directly behind the left-field foul pole; some seats have partially obstructed views. Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
440,400 Terrace Level,Terrace Level Outfield,Upper deck near the left-field corner; sits directly behind the left-field foul pole,left field,17,toward third base / left field,"1-3, 5, 8-16",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 5 and row 8. Wheelchair seating platform between rows 3 and 5.","Seat 1 is on the edge facing section 441; seat numbers count UP toward the edge facing section 439. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),Sits directly behind the left-field foul pole; some seats have partially obstructed views. Behind or beside the stage for most concerts. Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
